name,domain,RCS1,RCS2,RCS3,;;;
botanic,botanic.com,310 473 178,421 228 925,;;;
Jubiles,jubiles.bio,830 942 629,424 761 419,;;;
Cook Angels,cookangels.com,789 563 806,;;;
Quitoque,quitoque.fr,752 906 388,;;;
FreshRelay,freshrelay.fr,794 102 699,;;;
Le Comptoir Local,lecomptoirlocal.fr,809 020 407,;;;
Comme des Papas,commedespapas.fr,803 854 389,;;;
La Grande Dinette,lagrandedinette.com,818 458 457,;;;
Les Colis du Boucher,lescolisduboucher.com,521628495,;;;
Rutabago,rutabago.com,809 020 407,;;;
Veggiebox,veggiebox.fr,831 524 079,;;;
FRICHTI,frichti.co,811 534 809,;;;
LA ROMAINVILLE,laromainville.fr,622 049 815,;;;
Biocoop,biocoop.fr,382 891 752,;;;
Fleury Michon lesprit frais,fleurymichon.fr,572.058.329,;;;
La boucherie vegetarienne,la-boucherie-vegetarienne.com,817 556 640,;;;
Les nouveaux fromagers,lesnouveauxfromagers.fr,794 845 008,;;;
Naturalia,naturalia.fr,431 349 927,302 474 648,419 632 286,;;;
Paf le jus / serious kitchen,paflejus.bio,813 415 676,495 272 536,;;;
Picard,picard.fr,784 939 688,;;;
Qualit_express,qualit-express.com,449 438 324,;;;
Sapineo,sapineo.fr,501 020 309,;;;
Twenty Peas,twentypeas.fr,828 998 278,;;;
cojean,cojean.fr,433 432 820,;;;
Orgaya,orgaya.fr,821 314 283,;;;
Jay&Joy,jay-joy.com,809 890 510,;;;
SUGARPLUM,sugarplumcakeshop.com,514 823 848,;;;
Autret,autret-paris.fr,331 982 199,;;;
Comme a la boucherie,comme-a-la-boucherie.com,521 923 375,;;;
La fabrique a cookie,lafabrique-cookies.fr,540 042 439,;;;
La ruche qui dit oui,laruchequiditoui.fr,528 203 755,;;;
